match_id,match_date,kick_off,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_id,competition_country_name,competition_name,competition,season_id,season,home_team_id,home_team,home_team_gender,home_team_group,home_team_country_id,home_team_country_name,away_team_id,away_team,away_team_gender,away_team_group,away_team_country_id,away_team_country_name,competition_stage_id,competition_stage,stadium_id,stadium,stadium_country_id,stadium_country_name,referee_id,referee,referee_country_id,referee_country_name,home_managers,away_managers,home_manager_id,home_manager_name,home_manager_nickname,home_manager_dob,home_manager_country_id,home_manager_country_name,away_manager_id,away_manager_name,away_manager_nickname,away_manager_dob,away_manager_country_id,away_manager_country_name,data_version,shot_fidelity_version,xy_fidelity_version
3895292,2024-04-06,15:30:00.000,0,1,available,available,2024-07-31T11:03:01.588127,2025-07-06T04:26:07.636270,28,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,190,Union Berlin,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,560.0,Stadion An der Alten Försterei,85.0,Germany,235.0,Benjamin Brand,85.0,Germany,Nenad Bjelica,Xabier Alonso Olano,176,Nenad Bjelica,,1971-08-20,56,Croatia,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895320,2024-04-27,19:30:00.000,2,2,available,available,2024-08-06T15:42:54.389576,2025-01-02T11:05:23.462823,31,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,174,VfB Stuttgart,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,241.0,Felix Zwayer,85.0,Germany,Xabier Alonso Olano,Sebastian Hoeneß,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,5213,Sebastian Hoeneß,,1982-05-12,85,Germany,1.1.0,2,2
3895158,2023-12-03,18:30:00.000,1,1,available,available,2024-07-29T12:45:28.152104,2025-09-07T09:35:11.061799,13,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,180,Borussia Dortmund,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,225.0,Daniel Siebert,85.0,Germany,Xabier Alonso Olano,Edin Terzić,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,5531,Edin Terzić,,1982-10-30,85,Germany,1.1.0,2,2
3895107,2023-10-08,16:30:00.000,3,0,available,available,2024-07-29T12:43:40.606973,2024-10-14T10:35:11.461679,7,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,186,FC Köln,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,241.0,Felix Zwayer,85.0,Germany,Xabier Alonso Olano,Steffen Baumgart,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,104,Steffen Baumgart,,1972-01-05,85,Germany,1.1.0,2,2
3895340,2024-05-12,20:30:00.000,0,5,available,available,2024-07-29T12:16:45.557236,2025-01-01T12:14:22.212709,33,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,868,Bochum,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,550.0,Vonovia Ruhrstadion,85.0,Germany,235.0,Benjamin Brand,85.0,Germany,Heiko Butscher,Xabier Alonso Olano,4849,Heiko Butscher,,1980-07-28,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895286,2024-03-30,16:30:00.000,2,1,available,available,2024-07-29T22:36:51.168248,2024-10-14T09:25:35.533565,27,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,175,Hoffenheim,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,231.0,Deniz Aytekin,85.0,Germany,Xabier Alonso Olano,Pellegrino Matarazzo,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,2938,Pellegrino Matarazzo,,1977-11-28,241,United States of America,1.1.0,2,2
3895302,2024-04-14,17:30:00.000,5,0,available,available,2024-06-11T18:23:14.398876,2024-06-25T09:20:17.324346,29,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,176,Werder Bremen,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,234.0,Harm Osmers,85.0,Germany,Xabier Alonso Olano,Ole Werner,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,4057,Ole Werner,,1988-05-04,85,Germany,1.1.0,2,2
3895333,2024-05-05,18:30:00.000,1,5,available,available,2024-08-03T01:25:45.528896,2024-10-15T16:18:43.290431,32,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,184,Eintracht Frankfurt,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,116458.0,Deutsche Bank Park,85.0,Germany,237.0,Christian Dingert,85.0,Germany,Dino Toppmöller,Xabier Alonso Olano,704,Dino Toppmöller,,1980-11-23,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895348,2024-05-18,16:30:00.000,2,1,available,available,2024-08-15T14:13:32.762426,2024-09-09T12:59:41.693090,34,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,172,Augsburg,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,837.0,Matthias Jöllenbeck,85.0,Germany,Xabier Alonso Olano,Jess Christian Thorup,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,13,Jess Christian Thorup,,1970-02-21,61,Denmark,1.1.0,2,2
3895220,2024-02-03,16:30:00.000,0,2,available,available,2024-07-30T08:51:38.237189,2024-11-18T12:06:05.862222,20,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,872,Darmstadt 98,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,548.0,Merck-Stadion am Böllenfalltor,85.0,Germany,461.0,Tobias Reichel,85.0,Germany,Torsten Lieberknecht,Xabier Alonso Olano,100,Torsten Lieberknecht,,1973-08-01,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895250,2024-02-23,21:30:00.000,2,1,available,available,2024-07-29T05:46:31.439011,2024-07-29T05:50:26.858081,23,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,177,FSV Mainz 05,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,499.0,Timo Gerach,85.0,Germany,Xabier Alonso Olano,Bo Henriksen,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,310,Bo Henriksen,,1975-02-07,61,Denmark,1.1.0,2,2
3895266,2024-03-10,20:30:00.000,2,0,available,available,2024-07-30T13:39:51.355715,2025-09-07T10:56:24.504090,25,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,179,Wolfsburg,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,225.0,Daniel Siebert,85.0,Germany,Xabier Alonso Olano,Niko Kovač,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,374,Niko Kovač,,1971-10-15,56,Croatia,1.1.0,2,2
3895275,2024-03-17,16:30:00.000,2,3,available,available,2024-08-01T03:52:01.136239,2024-10-15T13:42:51.461676,26,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,183,Freiburg,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,1000498.0,Europa-Park Stadion,85.0,Germany,234.0,Harm Osmers,85.0,Germany,Christian Streich,Xabier Alonso Olano,47,Christian Streich,,1965-06-11,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895180,2023-12-17,18:30:00.000,3,0,available,available,2024-03-31T20:55:24.255918,2024-03-31T21:08:00.046656,15,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,184,Eintracht Frankfurt,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,237.0,Christian Dingert,85.0,Germany,Xabier Alonso Olano,Dino Toppmöller,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,704,Dino Toppmöller,,1980-11-23,85,Germany,1.1.0,2,2
3895134,2023-11-04,16:30:00.000,2,3,available,available,2024-02-07T13:46:18.768485,2024-02-07T13:51:13.679007,10,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,175,Hoffenheim,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,4541.0,PreZero Arena,85.0,Germany,243.0,Frank Willenborg,85.0,Germany,Pellegrino Matarazzo,Xabier Alonso Olano,2938,Pellegrino Matarazzo,,1977-11-28,241,United States of America,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895121,2023-10-29,18:30:00.000,2,1,available,available,2023-11-20T00:14:35.480458,2023-11-22T05:11:07.603363,9,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,183,Freiburg,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,225.0,Daniel Siebert,85.0,Germany,Xabier Alonso Olano,Christian Streich,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,47,Christian Streich,,1965-06-11,85,Germany,1.1.0,2,2
3895074,2023-09-15,21:30:00.000,2,2,available,available,2024-01-26T03:48:06.638612,2024-01-26T03:49:07.013902,4,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,169,Bayern Munich,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,4867.0,Allianz Arena,85.0,Germany,405.0,Daniel Schlager,85.0,Germany,Thomas Tuchel,Xabier Alonso Olano,279,Thomas Tuchel,,1973-08-29,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895139,2023-11-12,16:30:00.000,4,0,available,available,2024-05-21T15:07:37.189196,2024-06-10T07:42:16.779296,11,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,190,Union Berlin,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,499.0,Timo Gerach,85.0,Germany,Xabier Alonso Olano,Urs Fischer,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,105,Urs Fischer,,1966-02-20,221,Switzerland,1.1.0,2,2
3895086,2023-09-24,16:30:00.000,4,1,available,available,2023-11-06T06:22:39.809526,2024-01-01T09:52:59.525330,5,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,201,FC Heidenheim,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,237.0,Christian Dingert,85.0,Germany,Xabier Alonso Olano,Frank Schmidt,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,108,Frank Schmidt,,1974-01-03,85,Germany,1.1.0,2,2
3895309,2024-04-21,17:30:00.000,1,1,available,available,2024-07-29T19:54:44.770099,2025-09-07T11:00:40.675774,30,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,180,Borussia Dortmund,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,373.0,Signal-Iduna-Park,85.0,Germany,225.0,Daniel Siebert,85.0,Germany,Edin Terzić,Xabier Alonso Olano,5531,Edin Terzić,,1982-10-30,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895258,2024-03-03,16:30:00.000,0,2,available,available,2024-07-31T13:03:07.780733,2025-01-01T12:28:51.947215,24,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,186,FC Köln,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,363.0,RheinEnergieStadion,85.0,Germany,229.0,Tobias Stieler,85.0,Germany,Timo Schultz,Xabier Alonso Olano,5220,Timo Schultz,,1977-08-26,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895244,2024-02-17,16:30:00.000,1,2,available,available,2024-08-15T15:32:43.513919,2024-11-22T00:40:14.481354,22,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,201,FC Heidenheim,male,,85,Germany,904,Bayer Leverkusen,male,,85,Germany,1,Regular Season,562.0,Voith-Arena,85.0,Germany,234.0,Harm Osmers,85.0,Germany,Frank Schmidt,Xabier Alonso Olano,108,Frank Schmidt,,1974-01-03,85,Germany,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,1.1.0,2,2
3895232,2024-02-10,19:30:00.000,3,0,available,available,2024-07-31T10:12:09.069176,2024-10-15T07:42:08.549617,21,9,Germany,1. Bundesliga,Germany - 1. Bundesliga,281,2023/2024,904,Bayer Leverkusen,male,,85,Germany,169,Bayern Munich,male,,85,Germany,1,Regular Season,377.0,BayArena,85.0,Germany,241.0,Felix Zwayer,85.0,Germany,Xabier Alonso Olano,Thomas Tuchel,1000310,Xabier Alonso Olano,Xabi Alonso,1981-11-25,214,Spain,279,Thomas Tuchel,,1973-08-29,85,Germany,1.1.0,2,2
